Data_Point,Sample_Num,Time_Stamp,Time_Per,Temp,Gain,Int_Time,Allowable_Dev,Raw_Used_Vio,Raw_Values_Vio_450nm,Raw_Selected_Vio_450nm,Raw_Avg_Vio_450nm,Raw_StdDev_Vio_450nm,Call_Used_Vio,Call_Values_Vio_450nm,Cal_Selected_Vio_450nm,Cal_Avg_Vio_450nm,Cal_StdDev_Vio_450nm,Raw_Used_Blu,Raw_Values_Blu_500nm,Raw_Selected_Blu_500nm,Raw_Avg_Blu_500nm,Raw_StdDev_Blu_500nm,Call_Used_Blu,Call_Values_Blu_500nm,Cal_Selected_Blu_500nm,Cal_Avg_Blu_500nm,Cal_StdDev_Blu_500nm,Raw_Used_Grn,Raw_Values_Grn_550nm,Raw_Selected_Grn_550nm,Raw_Avg_Grn_550nm,Raw_StdDev_Grn_550nm,Call_Used_Grn,Call_Values_Grn_550nm,Cal_Selected_Grn_550nm,Cal_Avg_Grn_550nm,Cal_StdDev_Grn_550nm,Raw_Used_Yel,Raw_Values_Yel_570nm,Raw_Selected_Yel_570nm,Raw_Avg_Yel_570nm,Raw_StdDev_Yel_570nm,Call_Used_Yel,Call_Values_Yel_570nm,Cal_Selected_Yel_570nm,Cal_Avg_Yel_570nm,Cal_StdDev_Yel_570nm,Raw_Used_Org,Raw_Values_Org_600nm,Raw_Selected_Org_600nm,Raw_Avg_Org_600nm,Raw_StdDev_Org_600nm,Call_Used_Org,Call_Values_Org_600nm,Cal_Selected_Org_600nm,Cal_Avg_Org_600nm,Cal_StdDev_Org_600nm,Raw_Used_Red,Raw_Values_Red_650nm,Raw_Selected_Red_650nm,Raw_Avg_Red_650nm,Raw_StdDev_Red_650nm,Call_Used_Red,Call_Values_Red_650nm,Cal_Selected_Red_650nm,Cal_Avg_Red_650nm,Cal_StdDev_Red_650nm
1.0,5.0,2023-03-28 04:23:33.841699,19.96,38.0,64.0,700.0,150.0,"[267, 267, 267, 267, 267, 267]","[267, 267, 267, 267, 267, 267]","[267, 267, 267, 267, 267, 267]",267.0,0.0,"[286.9, 286.9, 286.9, 286.9, 286.9, 286.9]","[286.9, 286.9, 286.9, 286.9, 286.9, 286.9]","[286.9, 286.9, 286.9, 286.9, 286.9, 286.9]",286.9,0.0,"[454, 451, 450, 447, 446, 445]","[454, 451, 450, 447, 446, 445]","[454, 451, 450, 447, 446, 445]",448.83,3.43,"[582.49, 578.64, 577.36, 573.51, 572.23, 570.94]","[582.49, 578.64, 577.36, 573.51, 572.23, 570.94]","[582.49, 578.64, 577.36, 573.51, 572.23, 570.94]",575.86,4.4,"[695, 692, 689, 686, 684, 682]","[695, 692, 689, 686, 684, 682]","[695, 692, 689, 686, 684, 682]",688.0,4.94,"[726.4, 723.26, 720.12, 716.99, 714.9, 712.81]","[726.4, 723.26, 720.12, 716.99, 714.9, 712.81]","[726.4, 723.26, 720.12, 716.99, 714.9, 712.81]",719.08,5.16,"[1299, 1293, 1289, 1285, 1282, 1280]","[1299, 1293, 1289, 1285, 1282, 1280]","[1299, 1293, 1289, 1285, 1282, 1280]",1288.0,7.16,"[1174.26, 1168.84, 1165.22, 1161.61, 1158.89, 1157.09]","[1174.26, 1168.84, 1165.22, 1161.61, 1158.89, 1157.09]","[1174.26, 1168.84, 1165.22, 1161.61, 1158.89, 1157.09]",1164.32,6.47,"[802, 798, 794, 790, 788, 786]","[802, 798, 794, 790, 788, 786]","[802, 798, 794, 790, 788, 786]",793.0,6.16,"[781.43, 777.54, 773.64, 769.74, 767.79, 765.84]","[781.43, 777.54, 773.64, 769.74, 767.79, 765.84]","[781.43, 777.54, 773.64, 769.74, 767.79, 765.84]",772.66,6.01,"[859, 855, 851, 846, 844, 842]","[859, 855, 851, 846, 844, 842]","[859, 855, 851, 846, 844, 842]",849.5,6.66,"[773.24, 769.64, 766.04, 761.54, 759.74, 757.94]","[773.24, 769.64, 766.04, 761.54, 759.74, 757.94]","[773.24, 769.64, 766.04, 761.54, 759.74, 757.94]",764.69,5.99
2.0,5.0,2023-03-28 04:23:54.356126,20.3,38.0,64.0,700.0,150.0,"[300, 300, 300, 300, 300, 300]","[300, 300, 300, 300, 300, 300]","[300, 300, 300, 300, 300, 300]",300.0,0.0,"[294.22, 294.22, 294.22, 294.22, 294.22, 294.22]","[294.22, 294.22, 294.22, 294.22, 294.22, 294.22]","[294.22, 294.22, 294.22, 294.22, 294.22, 294.22]",294.22,0.0,"[564, 561, 558, 555, 554, 552]","[564, 561, 558, 555, 554, 552]","[564, 561, 558, 555, 554, 552]",557.33,4.55,"[663.93, 660.4, 656.87, 653.34, 652.16, 649.81]","[663.93, 660.4, 656.87, 653.34, 652.16, 649.81]","[663.93, 660.4, 656.87, 653.34, 652.16, 649.81]",656.08,5.35,"[598, 595, 592, 590, 588, 587]","[598, 595, 592, 590, 588, 587]","[598, 595, 592, 590, 588, 587]",591.67,4.23,"[606.13, 603.09, 600.05, 598.02, 595.99, 594.98]","[606.13, 603.09, 600.05, 598.02, 595.99, 594.98]","[606.13, 603.09, 600.05, 598.02, 595.99, 594.98]",599.71,4.29,"[1351, 1345, 1340, 1335, 1332, 1329]","[1351, 1345, 1340, 1335, 1332, 1329]","[1351, 1345, 1340, 1335, 1332, 1329]",1338.67,8.31,"[1177.44, 1172.22, 1167.86, 1163.5, 1160.89, 1158.27]","[1177.44, 1172.22, 1167.86, 1163.5, 1160.89, 1158.27]","[1177.44, 1172.22, 1167.86, 1163.5, 1160.89, 1158.27]",1166.7,7.24,"[691, 689, 686, 682, 681, 678]","[691, 689, 686, 682, 681, 678]","[691, 689, 686, 682, 681, 678]",684.5,5.01,"[662.33, 660.42, 657.54, 653.71, 652.75, 649.87]","[662.33, 660.42, 657.54, 653.71, 652.75, 649.87]","[662.33, 660.42, 657.54, 653.71, 652.75, 649.87]",656.1,4.8,"[1081, 1075, 1069, 1063, 1059, 1056]","[1081, 1075, 1069, 1063, 1059, 1056]","[1081, 1075, 1069, 1063, 1059, 1056]",1067.17,9.64,"[881.72, 876.82, 871.93, 867.04, 863.77, 861.33]","[881.72, 876.82, 871.93, 867.04, 863.77, 861.33]","[881.72, 876.82, 871.93, 867.04, 863.77, 861.33]",870.43,7.86
3.0,5.0,2023-03-28 04:24:14.276872,19.24,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 248, 248]","[248, 248, 248, 248, 248, 248]","[248, 248, 248, 248, 248, 248]",248.0,0.0,"[264.76, 264.76, 264.76, 264.76, 264.76, 264.76]","[264.76, 264.76, 264.76, 264.76, 264.76, 264.76]","[264.76, 264.76, 264.76, 264.76, 264.76, 264.76]",264.76,0.0,"[457, 453, 451, 448, 446, 445]","[457, 453, 451, 448, 446, 445]","[457, 453, 451, 448, 446, 445]",450.0,4.56,"[575.28, 570.24, 567.73, 563.95, 561.43, 560.17]","[575.28, 570.24, 567.73, 563.95, 561.43, 560.17]","[575.28, 570.24, 567.73, 563.95, 561.43, 560.17]",566.47,5.74,"[665, 661, 657, 653, 652, 650]","[665, 661, 657, 653, 652, 650]","[665, 661, 657, 653, 652, 650]",656.33,5.79,"[691.08, 686.93, 682.77, 678.61, 677.57, 675.49]","[691.08, 686.93, 682.77, 678.61, 677.57, 675.49]","[691.08, 686.93, 682.77, 678.61, 677.57, 675.49]",682.07,6.01,"[1306, 1299, 1293, 1286, 1282, 1278]","[1306, 1299, 1293, 1286, 1282, 1278]","[1306, 1299, 1293, 1286, 1282, 1278]",1290.67,10.65,"[1168.78, 1162.51, 1157.14, 1150.88, 1147.3, 1143.72]","[1168.78, 1162.51, 1157.14, 1150.88, 1147.3, 1143.72]","[1168.78, 1162.51, 1157.14, 1150.88, 1147.3, 1143.72]",1155.06,9.53,"[738, 733, 730, 726, 723, 721]","[738, 733, 730, 726, 723, 721]","[738, 733, 730, 726, 723, 721]",728.5,6.41,"[714.48, 709.64, 706.73, 702.86, 699.96, 698.02]","[714.48, 709.64, 706.73, 702.86, 699.96, 698.02]","[714.48, 709.64, 706.73, 702.86, 699.96, 698.02]",705.28,6.21,"[925, 918, 913, 907, 902, 901]","[925, 918, 913, 907, 902, 901]","[925, 918, 913, 907, 902, 901]",911.0,9.44,"[798.82, 792.77, 788.45, 783.27, 778.95, 778.09]","[798.82, 792.77, 788.45, 783.27, 778.95, 778.09]","[798.82, 792.77, 788.45, 783.27, 778.95, 778.09]",786.73,8.16
4.0,5.0,2023-03-28 04:24:35.630021,20.34,34.0,64.0,700.0,150.0,"[229, 230, 230, 230, 230, 230]","[229, 230, 230, 230, 230, 230]","[229, 230, 230, 230, 230, 230]",229.83,0.41,"[264.29, 265.45, 265.45, 265.45, 265.45, 265.45]","[264.29, 265.45, 265.45, 265.45, 265.45, 265.45]","[264.29, 265.45, 265.45, 265.45, 265.45, 265.45]",265.26,0.47,"[418, 415, 413, 411, 409, 408]","[418, 415, 413, 411, 409, 408]","[418, 415, 413, 411, 409, 408]",412.33,3.78,"[526.45, 522.67, 520.15, 517.64, 515.12, 513.86]","[526.45, 522.67, 520.15, 517.64, 515.12, 513.86]","[526.45, 522.67, 520.15, 517.64, 515.12, 513.86]",519.31,4.75,"[734, 732, 729, 727, 723, 722]","[734, 732, 729, 727, 723, 722]","[734, 732, 729, 727, 723, 722]",727.83,4.79,"[741.39, 739.37, 736.34, 734.32, 730.27, 729.26]","[741.39, 739.37, 736.34, 734.32, 730.27, 729.26]","[741.39, 739.37, 736.34, 734.32, 730.27, 729.26]",735.16,4.84,"[1147, 1142, 1138, 1133, 1130, 1127]","[1147, 1142, 1138, 1133, 1130, 1127]","[1147, 1142, 1138, 1133, 1130, 1127]",1136.17,7.57,"[1042.0, 1037.46, 1033.82, 1029.28, 1026.56, 1023.83]","[1042.0, 1037.46, 1033.82, 1029.28, 1026.56, 1023.83]","[1042.0, 1037.46, 1033.82, 1029.28, 1026.56, 1023.83]",1032.16,6.88,"[815, 811, 808, 806, 803, 800]","[815, 811, 808, 806, 803, 800]","[815, 811, 808, 806, 803, 800]",807.17,5.42,"[761.99, 758.25, 755.45, 753.58, 750.77, 747.97]","[761.99, 758.25, 755.45, 753.58, 750.77, 747.97]","[761.99, 758.25, 755.45, 753.58, 750.77, 747.97]",754.67,5.07,"[722, 718, 715, 710, 707, 705]","[722, 718, 715, 710, 707, 705]","[722, 718, 715, 710, 707, 705]",712.83,6.62,"[610.99, 607.61, 605.07, 600.84, 598.3, 596.6]","[610.99, 607.61, 605.07, 600.84, 598.3, 596.6]","[610.99, 607.61, 605.07, 600.84, 598.3, 596.6]",603.24,5.6
0.0,6.0,2023-03-28 04:24:55.874836,19.13,37.0,64.0,700.0,150.0,"[308, 308, 309, 309, 309, 309]","[308, 308, 309, 309, 309, 309]","[308, 308, 309, 309, 309, 309]",308.67,0.52,"[312.8, 312.8, 313.81, 313.81, 313.81, 313.81]","[312.8, 312.8, 313.81, 313.81, 313.81, 313.81]","[312.8, 312.8, 313.81, 313.81, 313.81, 313.81]",313.47,0.52,"[505, 501, 498, 495, 493, 491]","[505, 501, 498, 495, 493, 491]","[505, 501, 498, 495, 493, 491]",497.17,5.23,"[568.79, 564.28, 560.91, 557.53, 555.27, 553.02]","[568.79, 564.28, 560.91, 557.53, 555.27, 553.02]","[568.79, 564.28, 560.91, 557.53, 555.27, 553.02]",559.97,5.89,"[357, 354, 353, 350, 350, 348]","[357, 354, 353, 350, 350, 348]","[357, 354, 353, 350, 350, 348]",352.0,3.29,"[361.09, 358.06, 357.05, 354.01, 354.01, 351.99]","[361.09, 358.06, 357.05, 354.01, 354.01, 351.99]","[361.09, 358.06, 357.05, 354.01, 354.01, 351.99]",356.04,3.32,"[1151, 1146, 1142, 1136, 1132, 1129]","[1151, 1146, 1142, 1136, 1132, 1129]","[1151, 1146, 1142, 1136, 1132, 1129]",1139.33,8.48,"[987.46, 983.17, 979.74, 974.59, 971.16, 968.58]","[987.46, 983.17, 979.74, 974.59, 971.16, 968.58]","[987.46, 983.17, 979.74, 974.59, 971.16, 968.58]",977.45,7.27,"[525, 522, 519, 516, 514, 512]","[525, 522, 519, 516, 514, 512]","[525, 522, 519, 516, 514, 512]",518.0,4.94,"[477.28, 474.56, 471.83, 469.1, 467.28, 465.46]","[477.28, 474.56, 471.83, 469.1, 467.28, 465.46]","[477.28, 474.56, 471.83, 469.1, 467.28, 465.46]",470.92,4.49,"[1090, 1084, 1077, 1070, 1065, 1061]","[1090, 1084, 1077, 1070, 1065, 1061]","[1090, 1084, 1077, 1070, 1065, 1061]",1074.5,11.22,"[868.34, 863.56, 857.98, 852.41, 848.42, 845.24]","[868.34, 863.56, 857.98, 852.41, 848.42, 845.24]","[868.34, 863.56, 857.98, 852.41, 848.42, 845.24]",855.99,8.94
1.0,6.0,2023-03-28 04:25:16.211514,19.25,37.0,64.0,700.0,150.0,"[267, 267, 267, 267, 267, 268]","[267, 267, 267, 267, 267, 268]","[267, 267, 267, 267, 267, 268]",267.17,0.41,"[286.9, 286.9, 286.9, 286.9, 286.9, 287.97]","[286.9, 286.9, 286.9, 286.9, 286.9, 287.97]","[286.9, 286.9, 286.9, 286.9, 286.9, 287.97]",287.08,0.44,"[456, 453, 451, 449, 447, 446]","[456, 453, 451, 449, 447, 446]","[456, 453, 451, 449, 447, 446]",450.33,3.78,"[585.06, 581.21, 578.64, 576.08, 573.51, 572.23]","[585.06, 581.21, 578.64, 576.08, 573.51, 572.23]","[585.06, 581.21, 578.64, 576.08, 573.51, 572.23]",577.79,4.85,"[697, 693, 690, 686, 685, 683]","[697, 693, 690, 686, 685, 683]","[697, 693, 690, 686, 685, 683]",689.0,5.33,"[728.49, 724.31, 721.17, 716.99, 715.94, 713.85]","[728.49, 724.31, 721.17, 716.99, 715.94, 713.85]","[728.49, 724.31, 721.17, 716.99, 715.94, 713.85]",720.12,5.57,"[1305, 1298, 1293, 1287, 1284, 1282]","[1305, 1298, 1293, 1287, 1284, 1282]","[1305, 1298, 1293, 1287, 1284, 1282]",1291.5,8.87,"[1179.69, 1173.36, 1168.84, 1163.41, 1160.7, 1158.89]","[1179.69, 1173.36, 1168.84, 1163.41, 1160.7, 1158.89]","[1179.69, 1173.36, 1168.84, 1163.41, 1160.7, 1158.89]",1167.48,8.02,"[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]","[803, 798, 795, 791, 789, 786]",793.67,6.25,"[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]","[782.41, 777.54, 774.61, 770.72, 768.77, 765.84]",773.31,6.09,"[862, 857, 853, 848, 846, 843]","[862, 857, 853, 848, 846, 843]","[862, 857, 853, 848, 846, 843]",851.5,7.18,"[775.94, 771.44, 767.84, 763.34, 761.54, 758.84]","[775.94, 771.44, 767.84, 763.34, 761.54, 758.84]","[775.94, 771.44, 767.84, 763.34, 761.54, 758.84]",766.49,6.46
2.0,6.0,2023-03-28 04:25:36.443747,19.26,38.0,64.0,700.0,150.0,"[300, 301, 300, 300, 300, 300]","[300, 301, 300, 300, 300, 300]","[300, 301, 300, 300, 300, 300]",300.17,0.41,"[294.22, 295.2, 294.22, 294.22, 294.22, 294.22]","[294.22, 295.2, 294.22, 294.22, 294.22, 294.22]","[294.22, 295.2, 294.22, 294.22, 294.22, 294.22]",294.38,0.4,"[568, 564, 561, 558, 556, 554]","[568, 564, 561, 558, 556, 554]","[568, 564, 561, 558, 556, 554]",560.17,5.23,"[668.64, 663.93, 660.4, 656.87, 654.51, 652.16]","[668.64, 663.93, 660.4, 656.87, 654.51, 652.16]","[668.64, 663.93, 660.4, 656.87, 654.51, 652.16]",659.42,6.16,"[600, 596, 594, 591, 589, 587]","[600, 596, 594, 591, 589, 587]","[600, 596, 594, 591, 589, 587]",592.83,4.79,"[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]","[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]","[608.16, 604.1, 602.07, 599.03, 597.01, 594.98]",600.89,4.86,"[1357, 1350, 1345, 1338, 1335, 1332]","[1357, 1350, 1345, 1338, 1335, 1332]","[1357, 1350, 1345, 1338, 1335, 1332]",1342.83,9.58,"[1182.67, 1176.57, 1172.22, 1166.11, 1163.5, 1160.89]","[1182.67, 1176.57, 1172.22, 1166.11, 1163.5, 1160.89]","[1182.67, 1176.57, 1172.22, 1166.11, 1163.5, 1160.89]",1170.33,8.35,"[693, 690, 687, 683, 680, 679]","[693, 690, 687, 683, 680, 679]","[693, 690, 687, 683, 680, 679]",685.33,5.61,"[664.25, 661.37, 658.5, 654.66, 651.79, 650.83]","[664.25, 661.37, 658.5, 654.66, 651.79, 650.83]","[664.25, 661.37, 658.5, 654.66, 651.79, 650.83]",656.9,5.38,"[1089, 1081, 1076, 1068, 1064, 1060]","[1089, 1081, 1076, 1068, 1064, 1060]","[1089, 1081, 1076, 1068, 1064, 1060]",1073.0,10.99,"[888.24, 881.72, 877.64, 871.11, 867.85, 864.59]","[888.24, 881.72, 877.64, 871.11, 867.85, 864.59]","[888.24, 881.72, 877.64, 871.11, 867.85, 864.59]",875.19,8.96
3.0,6.0,2023-03-28 04:25:56.740644,19.23,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 248, 247]","[248, 248, 248, 248, 248, 247]","[248, 248, 248, 248, 248, 247]",247.83,0.41,"[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]","[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]","[264.76, 264.76, 264.76, 264.76, 264.76, 263.69]",264.58,0.44,"[457, 454, 451, 448, 447, 445]","[457, 454, 451, 448, 447, 445]","[457, 454, 451, 448, 447, 445]",450.33,4.55,"[575.28, 571.5, 567.73, 563.95, 562.69, 560.17]","[575.28, 571.5, 567.73, 563.95, 562.69, 560.17]","[575.28, 571.5, 567.73, 563.95, 562.69, 560.17]",566.89,5.72,"[666, 661, 658, 655, 653, 650]","[666, 661, 658, 655, 653, 650]","[666, 661, 658, 655, 653, 650]",657.17,5.78,"[692.12, 686.93, 683.81, 680.69, 678.61, 675.49]","[692.12, 686.93, 683.81, 680.69, 678.61, 675.49]","[692.12, 686.93, 683.81, 680.69, 678.61, 675.49]",682.94,6.0,"[1307, 1300, 1294, 1287, 1283, 1279]","[1307, 1300, 1294, 1287, 1283, 1279]","[1307, 1300, 1294, 1287, 1283, 1279]",1291.67,10.65,"[1169.67, 1163.41, 1158.04, 1151.77, 1148.19, 1144.61]","[1169.67, 1163.41, 1158.04, 1151.77, 1148.19, 1144.61]","[1169.67, 1163.41, 1158.04, 1151.77, 1148.19, 1144.61]",1155.95,9.53,"[739, 734, 730, 726, 724, 722]","[739, 734, 730, 726, 724, 722]","[739, 734, 730, 726, 724, 722]",729.17,6.46,"[715.45, 710.6, 706.73, 702.86, 700.92, 698.99]","[715.45, 710.6, 706.73, 702.86, 700.92, 698.99]","[715.45, 710.6, 706.73, 702.86, 700.92, 698.99]",705.93,6.26,"[926, 919, 913, 908, 904, 901]","[926, 919, 913, 908, 904, 901]","[926, 919, 913, 908, 904, 901]",911.83,9.45,"[799.68, 793.63, 788.45, 784.14, 780.68, 778.09]","[799.68, 793.63, 788.45, 784.14, 780.68, 778.09]","[799.68, 793.63, 788.45, 784.14, 780.68, 778.09]",787.45,8.16
4.0,6.0,2023-03-28 04:26:17.971256,20.36,34.0,64.0,700.0,150.0,"[229, 229, 229, 229, 229, 229]","[229, 229, 229, 229, 229, 229]","[229, 229, 229, 229, 229, 229]",229.0,0.0,"[264.29, 264.29, 264.29, 264.29, 264.29, 264.29]","[264.29, 264.29, 264.29, 264.29, 264.29, 264.29]","[264.29, 264.29, 264.29, 264.29, 264.29, 264.29]",264.29,0.0,"[416, 414, 412, 410, 408, 407]","[416, 414, 412, 410, 408, 407]","[416, 414, 412, 410, 408, 407]",411.17,3.49,"[523.93, 521.41, 518.89, 516.38, 513.86, 512.6]","[523.93, 521.41, 518.89, 516.38, 513.86, 512.6]","[523.93, 521.41, 518.89, 516.38, 513.86, 512.6]",517.85,4.39,"[733, 730, 728, 724, 723, 721]","[733, 730, 728, 724, 723, 721]","[733, 730, 728, 724, 723, 721]",726.5,4.59,"[740.38, 737.35, 735.33, 731.28, 730.27, 728.25]","[740.38, 737.35, 735.33, 731.28, 730.27, 728.25]","[740.38, 737.35, 735.33, 731.28, 730.27, 728.25]",733.81,4.64,"[1145, 1140, 1136, 1131, 1128, 1126]","[1145, 1140, 1136, 1131, 1128, 1126]","[1145, 1140, 1136, 1131, 1128, 1126]",1134.33,7.34,"[1040.18, 1035.64, 1032.01, 1027.46, 1024.74, 1022.92]","[1040.18, 1035.64, 1032.01, 1027.46, 1024.74, 1022.92]","[1040.18, 1035.64, 1032.01, 1027.46, 1024.74, 1022.92]",1030.49,6.67,"[813, 811, 807, 804, 801, 799]","[813, 811, 807, 804, 801, 799]","[813, 811, 807, 804, 801, 799]",805.83,5.53,"[760.12, 758.25, 754.51, 751.71, 748.9, 747.03]","[760.12, 758.25, 754.51, 751.71, 748.9, 747.03]","[760.12, 758.25, 754.51, 751.71, 748.9, 747.03]",753.42,5.17,"[720, 716, 713, 709, 706, 703]","[720, 716, 713, 709, 706, 703]","[720, 716, 713, 709, 706, 703]",711.17,6.37,"[609.3, 605.91, 603.37, 599.99, 597.45, 594.91]","[609.3, 605.91, 603.37, 599.99, 597.45, 594.91]","[609.3, 605.91, 603.37, 599.99, 597.45, 594.91]",601.82,5.39
0.0,7.0,2023-03-28 04:26:38.359597,19.28,37.0,64.0,700.0,150.0,"[308, 309, 309, 309, 309, 309]","[308, 309, 309, 309, 309, 309]","[308, 309, 309, 309, 309, 309]",308.83,0.41,"[312.8, 313.81, 313.81, 313.81, 313.81, 313.81]","[312.8, 313.81, 313.81, 313.81, 313.81, 313.81]","[312.8, 313.81, 313.81, 313.81, 313.81, 313.81]",313.64,0.41,"[506, 502, 499, 496, 494, 492]","[506, 502, 499, 496, 494, 492]","[506, 502, 499, 496, 494, 492]",498.17,5.23,"[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]","[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]","[569.92, 565.41, 562.03, 558.65, 556.4, 554.15]",561.09,5.89,"[356, 354, 352, 350, 349, 348]","[356, 354, 352, 350, 349, 348]","[356, 354, 352, 350, 349, 348]",351.5,3.08,"[360.08, 358.06, 356.04, 354.01, 353.0, 351.99]","[360.08, 358.06, 356.04, 354.01, 353.0, 351.99]","[360.08, 358.06, 356.04, 354.01, 353.0, 351.99]",355.53,3.12,"[1153, 1146, 1142, 1136, 1133, 1128]","[1153, 1146, 1142, 1136, 1133, 1128]","[1153, 1146, 1142, 1136, 1133, 1128]",1139.67,9.14,"[989.17, 983.17, 979.74, 974.59, 972.01, 967.72]","[989.17, 983.17, 979.74, 974.59, 972.01, 967.72]","[989.17, 983.17, 979.74, 974.59, 972.01, 967.72]",977.73,7.84,"[524, 521, 518, 515, 513, 511]","[524, 521, 518, 515, 513, 511]","[524, 521, 518, 515, 513, 511]",517.0,4.94,"[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]","[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]","[476.37, 473.65, 470.92, 468.19, 466.37, 464.56]",470.01,4.49,"[1094, 1086, 1079, 1071, 1066, 1061]","[1094, 1086, 1079, 1071, 1066, 1061]","[1094, 1086, 1079, 1071, 1066, 1061]",1076.17,12.51,"[871.53, 865.15, 859.58, 853.2, 849.22, 845.24]","[871.53, 865.15, 859.58, 853.2, 849.22, 845.24]","[871.53, 865.15, 859.58, 853.2, 849.22, 845.24]",857.32,9.97
1.0,7.0,2023-03-28 04:26:58.698689,19.26,37.0,64.0,700.0,150.0,"[267, 268, 268, 268, 267, 268]","[267, 268, 268, 268, 267, 268]","[267, 268, 268, 268, 267, 268]",267.67,0.52,"[286.9, 287.97, 287.97, 287.97, 286.9, 287.97]","[286.9, 287.97, 287.97, 287.97, 286.9, 287.97]","[286.9, 287.97, 287.97, 287.97, 286.9, 287.97]",287.61,0.55,"[456, 453, 451, 449, 448, 447]","[456, 453, 451, 449, 448, 447]","[456, 453, 451, 449, 448, 447]",450.67,3.39,"[585.06, 581.21, 578.64, 576.08, 574.79, 573.51]","[585.06, 581.21, 578.64, 576.08, 574.79, 573.51]","[585.06, 581.21, 578.64, 576.08, 574.79, 573.51]",578.22,4.35,"[697, 693, 690, 687, 684, 683]","[697, 693, 690, 687, 684, 683]","[697, 693, 690, 687, 684, 683]",689.0,5.4,"[728.49, 724.31, 721.17, 718.03, 714.9, 713.85]","[728.49, 724.31, 721.17, 718.03, 714.9, 713.85]","[728.49, 724.31, 721.17, 718.03, 714.9, 713.85]",720.12,5.65,"[1305, 1299, 1293, 1288, 1285, 1282]","[1305, 1299, 1293, 1288, 1285, 1282]","[1305, 1299, 1293, 1288, 1285, 1282]",1292.0,8.76,"[1179.69, 1174.26, 1168.84, 1164.32, 1161.61, 1158.89]","[1179.69, 1174.26, 1168.84, 1164.32, 1161.61, 1158.89]","[1179.69, 1174.26, 1168.84, 1164.32, 1161.61, 1158.89]",1167.93,7.92,"[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]",793.5,6.41,"[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]",773.15,6.25,"[864, 858, 854, 850, 847, 845]","[864, 858, 854, 850, 847, 845]","[864, 858, 854, 850, 847, 845]",853.0,7.16,"[777.74, 772.34, 768.74, 765.14, 762.44, 760.64]","[777.74, 772.34, 768.74, 765.14, 762.44, 760.64]","[777.74, 772.34, 768.74, 765.14, 762.44, 760.64]",767.84,6.44
