Data_Point,Sample_Num,Time_Stamp,Time_Per,Temp,Gain,Int_Time,Allowable_Dev,Raw_Used_Vio,Raw_Values_Vio_450nm,Raw_Selected_Vio_450nm,Raw_Avg_Vio_450nm,Raw_StdDev_Vio_450nm,Call_Used_Vio,Call_Values_Vio_450nm,Cal_Selected_Vio_450nm,Cal_Avg_Vio_450nm,Cal_StdDev_Vio_450nm,Raw_Used_Blu,Raw_Values_Blu_500nm,Raw_Selected_Blu_500nm,Raw_Avg_Blu_500nm,Raw_StdDev_Blu_500nm,Call_Used_Blu,Call_Values_Blu_500nm,Cal_Selected_Blu_500nm,Cal_Avg_Blu_500nm,Cal_StdDev_Blu_500nm,Raw_Used_Grn,Raw_Values_Grn_550nm,Raw_Selected_Grn_550nm,Raw_Avg_Grn_550nm,Raw_StdDev_Grn_550nm,Call_Used_Grn,Call_Values_Grn_550nm,Cal_Selected_Grn_550nm,Cal_Avg_Grn_550nm,Cal_StdDev_Grn_550nm,Raw_Used_Yel,Raw_Values_Yel_570nm,Raw_Selected_Yel_570nm,Raw_Avg_Yel_570nm,Raw_StdDev_Yel_570nm,Call_Used_Yel,Call_Values_Yel_570nm,Cal_Selected_Yel_570nm,Cal_Avg_Yel_570nm,Cal_StdDev_Yel_570nm,Raw_Used_Org,Raw_Values_Org_600nm,Raw_Selected_Org_600nm,Raw_Avg_Org_600nm,Raw_StdDev_Org_600nm,Call_Used_Org,Call_Values_Org_600nm,Cal_Selected_Org_600nm,Cal_Avg_Org_600nm,Cal_StdDev_Org_600nm,Raw_Used_Red,Raw_Values_Red_650nm,Raw_Selected_Red_650nm,Raw_Avg_Red_650nm,Raw_StdDev_Red_650nm,Call_Used_Red,Call_Values_Red_650nm,Cal_Selected_Red_650nm,Cal_Avg_Red_650nm,Cal_StdDev_Red_650nm
0.0,14.0,2023-03-28 04:38:34.924832,20.03,38.0,64.0,700.0,150.0,"[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]",309.83,0.41,"[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]",314.66,0.42,"[507, 504, 501, 497, 495, 494]","[507, 504, 501, 497, 495, 494]","[507, 504, 501, 497, 495, 494]",499.67,5.2,"[571.04, 567.66, 564.28, 559.78, 557.53, 556.4]","[571.04, 567.66, 564.28, 559.78, 557.53, 556.4]","[571.04, 567.66, 564.28, 559.78, 557.53, 556.4]",562.78,5.86,"[353, 351, 349, 348, 346, 345]","[353, 351, 349, 348, 346, 345]","[353, 351, 349, 348, 346, 345]",348.67,3.01,"[357.05, 355.03, 353.0, 351.99, 349.97, 348.96]","[357.05, 355.03, 353.0, 351.99, 349.97, 348.96]","[357.05, 355.03, 353.0, 351.99, 349.97, 348.96]",352.67,3.05,"[1152, 1144, 1142, 1136, 1131, 1130]","[1152, 1144, 1142, 1136, 1131, 1130]","[1152, 1144, 1142, 1136, 1131, 1130]",1139.17,8.45,"[988.31, 981.45, 979.74, 974.59, 970.3, 969.44]","[988.31, 981.45, 979.74, 974.59, 970.3, 969.44]","[988.31, 981.45, 979.74, 974.59, 970.3, 969.44]",977.3,7.25,"[520, 517, 514, 512, 510, 508]","[520, 517, 514, 512, 510, 508]","[520, 517, 514, 512, 510, 508]",513.5,4.46,"[472.74, 470.01, 467.28, 465.46, 463.65, 461.83]","[472.74, 470.01, 467.28, 465.46, 463.65, 461.83]","[472.74, 470.01, 467.28, 465.46, 463.65, 461.83]",466.83,4.06,"[1096, 1087, 1082, 1075, 1069, 1067]","[1096, 1087, 1082, 1075, 1069, 1067]","[1096, 1087, 1082, 1075, 1069, 1067]",1079.33,11.15,"[873.12, 865.95, 861.97, 856.39, 851.61, 850.02]","[873.12, 865.95, 861.97, 856.39, 851.61, 850.02]","[873.12, 865.95, 861.97, 856.39, 851.61, 850.02]",859.84,8.88
1.0,14.0,2023-03-28 04:38:55.706959,20.33,37.0,64.0,700.0,150.0,"[268, 268, 268, 268, 268, 269]","[268, 268, 268, 268, 268, 269]","[268, 268, 268, 268, 268, 269]",268.17,0.41,"[287.97, 287.97, 287.97, 287.97, 287.97, 289.05]","[287.97, 287.97, 287.97, 287.97, 287.97, 289.05]","[287.97, 287.97, 287.97, 287.97, 287.97, 289.05]",288.15,0.44,"[458, 456, 454, 451, 450, 449]","[458, 456, 454, 451, 450, 449]","[458, 456, 454, 451, 450, 449]",453.0,3.58,"[587.62, 585.06, 582.49, 578.64, 577.36, 576.08]","[587.62, 585.06, 582.49, 578.64, 577.36, 576.08]","[587.62, 585.06, 582.49, 578.64, 577.36, 576.08]",581.21,4.59,"[696, 693, 690, 687, 685, 683]","[696, 693, 690, 687, 685, 683]","[696, 693, 690, 687, 685, 683]",689.0,4.94,"[727.44, 724.31, 721.17, 718.03, 715.94, 713.85]","[727.44, 724.31, 721.17, 718.03, 715.94, 713.85]","[727.44, 724.31, 721.17, 718.03, 715.94, 713.85]",720.12,5.17,"[1309, 1303, 1298, 1293, 1290, 1286]","[1309, 1303, 1298, 1293, 1290, 1286]","[1309, 1303, 1298, 1293, 1290, 1286]",1296.5,8.55,"[1183.3, 1177.88, 1173.36, 1168.84, 1166.13, 1162.51]","[1183.3, 1177.88, 1173.36, 1168.84, 1166.13, 1162.51]","[1183.3, 1177.88, 1173.36, 1168.84, 1166.13, 1162.51]",1172.0,7.73,"[801, 797, 794, 790, 787, 785]","[801, 797, 794, 790, 787, 785]","[801, 797, 794, 790, 787, 785]",792.33,6.12,"[780.46, 776.56, 773.64, 769.74, 766.82, 764.87]","[780.46, 776.56, 773.64, 769.74, 766.82, 764.87]","[780.46, 776.56, 773.64, 769.74, 766.82, 764.87]",772.01,5.96,"[867, 861, 858, 853, 851, 849]","[867, 861, 858, 853, 851, 849]","[867, 861, 858, 853, 851, 849]",856.5,6.8,"[780.44, 775.04, 772.34, 767.84, 766.04, 764.24]","[780.44, 775.04, 772.34, 767.84, 766.04, 764.24]","[780.44, 775.04, 772.34, 767.84, 766.04, 764.24]",770.99,6.12
2.0,14.0,2023-03-28 04:39:15.843051,18.97,38.0,64.0,700.0,150.0,"[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]","[301, 301, 301, 301, 301, 301]",301.0,0.0,"[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]","[295.2, 295.2, 295.2, 295.2, 295.2, 295.2]",295.2,0.0,"[575, 571, 567, 564, 562, 560]","[575, 571, 567, 564, 562, 560]","[575, 571, 567, 564, 562, 560]",566.5,5.68,"[676.88, 672.17, 667.46, 663.93, 661.58, 659.22]","[676.88, 672.17, 667.46, 663.93, 661.58, 659.22]","[676.88, 672.17, 667.46, 663.93, 661.58, 659.22]",666.87,6.69,"[601, 598, 595, 592, 590, 588]","[601, 598, 595, 592, 590, 588]","[601, 598, 595, 592, 590, 588]",594.0,4.94,"[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]","[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]","[609.17, 606.13, 603.09, 600.05, 598.02, 595.99]",602.07,5.01,"[1366, 1359, 1353, 1347, 1344, 1340]","[1366, 1359, 1353, 1347, 1344, 1340]","[1366, 1359, 1353, 1347, 1344, 1340]",1351.5,9.77,"[1190.52, 1184.42, 1179.19, 1173.96, 1171.34, 1167.86]","[1190.52, 1184.42, 1179.19, 1173.96, 1171.34, 1167.86]","[1190.52, 1184.42, 1179.19, 1173.96, 1171.34, 1167.86]",1177.88,8.52,"[695, 690, 688, 684, 682, 680]","[695, 690, 688, 684, 682, 680]","[695, 690, 688, 684, 682, 680]",686.5,5.58,"[666.17, 661.37, 659.46, 655.62, 653.71, 651.79]","[666.17, 661.37, 659.46, 655.62, 653.71, 651.79]","[666.17, 661.37, 659.46, 655.62, 653.71, 651.79]",658.02,5.35,"[1101, 1093, 1088, 1081, 1076, 1073]","[1101, 1093, 1088, 1081, 1076, 1073]","[1101, 1093, 1088, 1081, 1076, 1073]",1085.33,10.67,"[898.03, 891.51, 887.43, 881.72, 877.64, 875.19]","[898.03, 891.51, 887.43, 881.72, 877.64, 875.19]","[898.03, 891.51, 887.43, 881.72, 877.64, 875.19]",885.25,8.7
3.0,14.0,2023-03-28 04:39:36.442901,20.26,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]","[457, 454, 452, 449, 447, 446]",450.83,4.26,"[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]","[575.28, 571.5, 568.99, 565.21, 562.69, 561.43]",567.52,5.37,"[666, 662, 659, 655, 654, 652]","[666, 662, 659, 655, 654, 652]","[666, 662, 659, 655, 654, 652]",658.0,5.33,"[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]","[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]","[692.12, 687.97, 684.85, 680.69, 679.65, 677.57]",683.81,5.54,"[1307, 1300, 1294, 1288, 1283, 1279]","[1307, 1300, 1294, 1288, 1283, 1279]","[1307, 1300, 1294, 1288, 1283, 1279]",1291.83,10.57,"[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1144.61]","[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1144.61]","[1169.67, 1163.41, 1158.04, 1152.67, 1148.19, 1144.61]",1156.1,9.46,"[738, 733, 730, 726, 724, 722]","[738, 733, 730, 726, 724, 722]","[738, 733, 730, 726, 724, 722]",728.83,6.01,"[714.48, 709.64, 706.73, 702.86, 700.92, 698.99]","[714.48, 709.64, 706.73, 702.86, 700.92, 698.99]","[714.48, 709.64, 706.73, 702.86, 700.92, 698.99]",705.6,5.82,"[925, 919, 914, 908, 905, 902]","[925, 919, 914, 908, 905, 902]","[925, 919, 914, 908, 905, 902]",912.17,8.8,"[798.82, 793.63, 789.32, 784.14, 781.54, 778.95]","[798.82, 793.63, 789.32, 784.14, 781.54, 778.95]","[798.82, 793.63, 789.32, 784.14, 781.54, 778.95]",787.73,7.6
4.0,14.0,2023-03-28 04:39:56.860593,19.24,34.0,64.0,700.0,150.0,"[227, 227, 228, 228, 228, 228]","[227, 227, 228, 228, 228, 228]","[227, 227, 228, 228, 228, 228]",227.67,0.52,"[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]","[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]","[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]",262.75,0.6,"[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]","[413, 411, 409, 407, 406, 404]",408.33,3.33,"[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]","[520.15, 517.64, 515.12, 512.6, 511.34, 508.82]",514.28,4.19,"[731, 729, 726, 722, 721, 719]","[731, 729, 726, 722, 721, 719]","[731, 729, 726, 722, 721, 719]",724.67,4.76,"[738.36, 736.34, 733.31, 729.26, 728.25, 726.23]","[738.36, 736.34, 733.31, 729.26, 728.25, 726.23]","[738.36, 736.34, 733.31, 729.26, 728.25, 726.23]",731.96,4.81,"[1140, 1135, 1131, 1126, 1123, 1121]","[1140, 1135, 1131, 1126, 1123, 1121]","[1140, 1135, 1131, 1126, 1123, 1121]",1129.33,7.34,"[1035.64, 1031.1, 1027.46, 1022.92, 1020.2, 1018.38]","[1035.64, 1031.1, 1027.46, 1022.92, 1020.2, 1018.38]","[1035.64, 1031.1, 1027.46, 1022.92, 1020.2, 1018.38]",1025.95,6.67,"[810, 807, 804, 801, 799, 797]","[810, 807, 804, 801, 799, 797]","[810, 807, 804, 801, 799, 797]",803.0,4.94,"[757.32, 754.51, 751.71, 748.9, 747.03, 745.16]","[757.32, 754.51, 751.71, 748.9, 747.03, 745.16]","[757.32, 754.51, 751.71, 748.9, 747.03, 745.16]",750.77,4.62,"[714, 710, 707, 704, 701, 698]","[714, 710, 707, 704, 701, 698]","[714, 710, 707, 704, 701, 698]",705.67,5.89,"[604.22, 600.84, 598.3, 595.76, 593.22, 590.68]","[604.22, 600.84, 598.3, 595.76, 593.22, 590.68]","[604.22, 600.84, 598.3, 595.76, 593.22, 590.68]",597.17,4.98
0.0,15.0,2023-03-28 04:40:17.061740,19.01,38.0,64.0,700.0,150.0,"[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]",309.83,0.41,"[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]",314.66,0.42,"[508, 505, 502, 498, 496, 495]","[508, 505, 502, 498, 496, 495]","[508, 505, 502, 498, 496, 495]",500.67,5.2,"[572.17, 568.79, 565.41, 560.91, 558.65, 557.53]","[572.17, 568.79, 565.41, 560.91, 558.65, 557.53]","[572.17, 568.79, 565.41, 560.91, 558.65, 557.53]",563.91,5.86,"[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]","[354, 352, 350, 348, 347, 346]",349.5,3.08,"[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]","[358.06, 356.04, 354.01, 351.99, 350.98, 349.97]",353.51,3.12,"[1153, 1146, 1142, 1138, 1134, 1132]","[1153, 1146, 1142, 1138, 1134, 1132]","[1153, 1146, 1142, 1138, 1134, 1132]",1140.83,7.86,"[989.17, 983.17, 979.74, 976.3, 972.87, 971.16]","[989.17, 983.17, 979.74, 976.3, 972.87, 971.16]","[989.17, 983.17, 979.74, 976.3, 972.87, 971.16]",978.74,6.74,"[521, 518, 515, 512, 510, 508]","[521, 518, 515, 512, 510, 508]","[521, 518, 515, 512, 510, 508]",514.0,4.94,"[473.65, 470.92, 468.19, 465.46, 463.65, 461.83]","[473.65, 470.92, 468.19, 465.46, 463.65, 461.83]","[473.65, 470.92, 468.19, 465.46, 463.65, 461.83]",467.28,4.49,"[1098, 1090, 1085, 1077, 1073, 1069]","[1098, 1090, 1085, 1077, 1073, 1069]","[1098, 1090, 1085, 1077, 1073, 1069]",1082.0,10.99,"[874.71, 868.34, 864.36, 857.98, 854.8, 851.61]","[874.71, 868.34, 864.36, 857.98, 854.8, 851.61]","[874.71, 868.34, 864.36, 857.98, 854.8, 851.61]",861.97,8.76
1.0,15.0,2023-03-28 04:40:37.465484,19.23,37.0,64.0,700.0,150.0,"[268, 268, 268, 269, 268, 268]","[268, 268, 268, 269, 268, 268]","[268, 268, 268, 269, 268, 268]",268.17,0.41,"[287.97, 287.97, 287.97, 289.05, 287.97, 287.97]","[287.97, 287.97, 287.97, 289.05, 287.97, 287.97]","[287.97, 287.97, 287.97, 289.05, 287.97, 287.97]",288.15,0.44,"[460, 457, 455, 452, 451, 450]","[460, 457, 455, 452, 451, 450]","[460, 457, 455, 452, 451, 450]",454.17,3.87,"[590.19, 586.34, 583.77, 579.92, 578.64, 577.36]","[590.19, 586.34, 583.77, 579.92, 578.64, 577.36]","[590.19, 586.34, 583.77, 579.92, 578.64, 577.36]",582.7,4.96,"[698, 694, 691, 688, 685, 684]","[698, 694, 691, 688, 685, 684]","[698, 694, 691, 688, 685, 684]",690.0,5.4,"[729.53, 725.35, 722.21, 719.08, 715.94, 714.9]","[729.53, 725.35, 722.21, 719.08, 715.94, 714.9]","[729.53, 725.35, 722.21, 719.08, 715.94, 714.9]",721.17,5.65,"[1312, 1304, 1299, 1294, 1290, 1289]","[1312, 1304, 1299, 1294, 1290, 1289]","[1312, 1304, 1299, 1294, 1290, 1289]",1298.0,8.88,"[1186.01, 1178.78, 1174.26, 1169.74, 1166.13, 1165.22]","[1186.01, 1178.78, 1174.26, 1169.74, 1166.13, 1165.22]","[1186.01, 1178.78, 1174.26, 1169.74, 1166.13, 1165.22]",1173.36,8.02,"[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]","[803, 798, 795, 791, 788, 786]",793.5,6.41,"[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]","[782.41, 777.54, 774.61, 770.72, 767.79, 765.84]",773.15,6.25,"[869, 864, 860, 855, 852, 850]","[869, 864, 860, 855, 852, 850]","[869, 864, 860, 855, 852, 850]",858.33,7.34,"[782.24, 777.74, 774.14, 769.64, 766.94, 765.14]","[782.24, 777.74, 774.14, 769.64, 766.94, 765.14]","[782.24, 777.74, 774.14, 769.64, 766.94, 765.14]",772.64,6.61
2.0,15.0,2023-03-28 04:40:57.894612,19.26,37.0,64.0,700.0,150.0,"[301, 302, 302, 301, 301, 301]","[301, 302, 302, 301, 301, 301]","[301, 302, 302, 301, 301, 301]",301.33,0.52,"[295.2, 296.18, 296.18, 295.2, 295.2, 295.2]","[295.2, 296.18, 296.18, 295.2, 295.2, 295.2]","[295.2, 296.18, 296.18, 295.2, 295.2, 295.2]",295.53,0.51,"[576, 571, 568, 565, 562, 560]","[576, 571, 568, 565, 562, 560]","[576, 571, 568, 565, 562, 560]",567.0,5.93,"[678.06, 672.17, 668.64, 665.11, 661.58, 659.22]","[678.06, 672.17, 668.64, 665.11, 661.58, 659.22]","[678.06, 672.17, 668.64, 665.11, 661.58, 659.22]",667.46,6.98,"[601, 598, 595, 592, 591, 589]","[601, 598, 595, 592, 591, 589]","[601, 598, 595, 592, 591, 589]",594.33,4.55,"[609.17, 606.13, 603.09, 600.05, 599.03, 597.01]","[609.17, 606.13, 603.09, 600.05, 599.03, 597.01]","[609.17, 606.13, 603.09, 600.05, 599.03, 597.01]",602.41,4.61,"[1367, 1360, 1354, 1348, 1344, 1341]","[1367, 1360, 1354, 1348, 1344, 1341]","[1367, 1360, 1354, 1348, 1344, 1341]",1352.33,9.93,"[1191.39, 1185.29, 1180.06, 1174.83, 1171.34, 1168.73]","[1191.39, 1185.29, 1180.06, 1174.83, 1171.34, 1168.73]","[1191.39, 1185.29, 1180.06, 1174.83, 1171.34, 1168.73]",1178.61,8.66,"[695, 691, 688, 684, 682, 680]","[695, 691, 688, 684, 682, 680]","[695, 691, 688, 684, 682, 680]",686.67,5.72,"[666.17, 662.33, 659.46, 655.62, 653.71, 651.79]","[666.17, 662.33, 659.46, 655.62, 653.71, 651.79]","[666.17, 662.33, 659.46, 655.62, 653.71, 651.79]",658.18,5.48,"[1103, 1094, 1088, 1081, 1076, 1073]","[1103, 1094, 1088, 1081, 1076, 1073]","[1103, 1094, 1088, 1081, 1076, 1073]",1085.83,11.41,"[899.66, 892.32, 887.43, 881.72, 877.64, 875.19]","[899.66, 892.32, 887.43, 881.72, 877.64, 875.19]","[899.66, 892.32, 887.43, 881.72, 877.64, 875.19]",885.66,9.31
3.0,15.0,2023-03-28 04:41:18.204328,19.1,37.0,64.0,700.0,150.0,"[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]","[248, 248, 248, 248, 247, 247]",247.67,0.52,"[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]","[264.76, 264.76, 264.76, 264.76, 263.69, 263.69]",264.4,0.55,"[459, 455, 453, 450, 448, 447]","[459, 455, 453, 450, 448, 447]","[459, 455, 453, 450, 448, 447]",452.0,4.56,"[577.8, 572.76, 570.24, 566.47, 563.95, 562.69]","[577.8, 572.76, 570.24, 566.47, 563.95, 562.69]","[577.8, 572.76, 570.24, 566.47, 563.95, 562.69]",568.99,5.74,"[668, 663, 660, 656, 654, 653]","[668, 663, 660, 656, 654, 653]","[668, 663, 660, 656, 654, 653]",659.0,5.8,"[694.2, 689.0, 685.89, 681.73, 679.65, 678.61]","[694.2, 689.0, 685.89, 681.73, 679.65, 678.61]","[694.2, 689.0, 685.89, 681.73, 679.65, 678.61]",684.85,6.02,"[1309, 1302, 1297, 1290, 1285, 1280]","[1309, 1302, 1297, 1290, 1285, 1280]","[1309, 1302, 1297, 1290, 1285, 1280]",1293.83,10.87,"[1171.46, 1165.2, 1160.72, 1154.46, 1149.98, 1145.51]","[1171.46, 1165.2, 1160.72, 1154.46, 1149.98, 1145.51]","[1171.46, 1165.2, 1160.72, 1154.46, 1149.98, 1145.51]",1157.89,9.73,"[740, 735, 731, 727, 725, 723]","[740, 735, 731, 727, 725, 723]","[740, 735, 731, 727, 725, 723]",730.17,6.46,"[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]","[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]","[716.41, 711.57, 707.7, 703.83, 701.89, 699.96]",706.89,6.25,"[928, 921, 916, 910, 906, 903]","[928, 921, 916, 910, 906, 903]","[928, 921, 916, 910, 906, 903]",914.0,9.49,"[801.41, 795.36, 791.04, 785.86, 782.41, 779.82]","[801.41, 795.36, 791.04, 785.86, 782.41, 779.82]","[801.41, 795.36, 791.04, 785.86, 782.41, 779.82]",789.32,8.19
4.0,15.0,2023-03-28 04:41:39.556455,20.18,35.0,64.0,700.0,150.0,"[227, 227, 228, 228, 228, 228]","[227, 227, 228, 228, 228, 228]","[227, 227, 228, 228, 228, 228]",227.67,0.52,"[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]","[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]","[261.98, 261.98, 263.14, 263.14, 263.14, 263.14]",262.75,0.6,"[412, 410, 408, 407, 405, 404]","[412, 410, 408, 407, 405, 404]","[412, 410, 408, 407, 405, 404]",407.67,3.01,"[518.89, 516.38, 513.86, 512.6, 510.08, 508.82]","[518.89, 516.38, 513.86, 512.6, 510.08, 508.82]","[518.89, 516.38, 513.86, 512.6, 510.08, 508.82]",513.44,3.79,"[731, 727, 725, 721, 720, 717]","[731, 727, 725, 721, 720, 717]","[731, 727, 725, 721, 720, 717]",723.5,5.13,"[738.36, 734.32, 732.3, 728.25, 727.24, 724.21]","[738.36, 734.32, 732.3, 728.25, 727.24, 724.21]","[738.36, 734.32, 732.3, 728.25, 727.24, 724.21]",730.78,5.18,"[1138, 1133, 1129, 1125, 1122, 1119]","[1138, 1133, 1129, 1125, 1122, 1119]","[1138, 1133, 1129, 1125, 1122, 1119]",1127.67,7.09,"[1033.82, 1029.28, 1025.65, 1022.01, 1019.29, 1016.56]","[1033.82, 1029.28, 1025.65, 1022.01, 1019.29, 1016.56]","[1033.82, 1029.28, 1025.65, 1022.01, 1019.29, 1016.56]",1024.44,6.44,"[809, 805, 803, 800, 798, 796]","[809, 805, 803, 800, 798, 796]","[809, 805, 803, 800, 798, 796]",801.83,4.79,"[756.38, 752.64, 750.77, 747.97, 746.1, 744.23]","[756.38, 752.64, 750.77, 747.97, 746.1, 744.23]","[756.38, 752.64, 750.77, 747.97, 746.1, 744.23]",749.68,4.48,"[713, 709, 706, 702, 700, 697]","[713, 709, 706, 702, 700, 697]","[713, 709, 706, 702, 700, 697]",704.5,5.96,"[603.37, 599.99, 597.45, 594.07, 592.37, 589.83]","[603.37, 599.99, 597.45, 594.07, 592.37, 589.83]","[603.37, 599.99, 597.45, 594.07, 592.37, 589.83]",596.18,5.04
0.0,16.0,2023-03-28 04:41:59.673177,19.07,38.0,64.0,700.0,150.0,"[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]","[309, 310, 310, 310, 310, 310]",309.83,0.41,"[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]","[313.81, 314.83, 314.83, 314.83, 314.83, 314.83]",314.66,0.42,"[509, 505, 502, 499, 497, 495]","[509, 505, 502, 499, 497, 495]","[509, 505, 502, 499, 497, 495]",501.17,5.23,"[573.29, 568.79, 565.41, 562.03, 559.78, 557.53]","[573.29, 568.79, 565.41, 562.03, 559.78, 557.53]","[573.29, 568.79, 565.41, 562.03, 559.78, 557.53]",564.47,5.89,"[354, 351, 350, 348, 346, 345]","[354, 351, 350, 348, 346, 345]","[354, 351, 350, 348, 346, 345]",349.0,3.35,"[358.06, 355.03, 354.01, 351.99, 349.97, 348.96]","[358.06, 355.03, 354.01, 351.99, 349.97, 348.96]","[358.06, 355.03, 354.01, 351.99, 349.97, 348.96]",353.0,3.38,"[1153, 1149, 1143, 1138, 1135, 1132]","[1153, 1149, 1143, 1138, 1135, 1132]","[1153, 1149, 1143, 1138, 1135, 1132]",1141.67,8.19,"[989.17, 985.74, 980.59, 976.3, 973.73, 971.16]","[989.17, 985.74, 980.59, 976.3, 973.73, 971.16]","[989.17, 985.74, 980.59, 976.3, 973.73, 971.16]",979.45,7.02,"[521, 517, 515, 512, 510, 508]","[521, 517, 515, 512, 510, 508]","[521, 517, 515, 512, 510, 508]",513.83,4.79,"[473.65, 470.01, 468.19, 465.46, 463.65, 461.83]","[473.65, 470.01, 468.19, 465.46, 463.65, 461.83]","[473.65, 470.01, 468.19, 465.46, 463.65, 461.83]",467.13,4.36,"[1099, 1092, 1086, 1078, 1073, 1070]","[1099, 1092, 1086, 1078, 1073, 1070]","[1099, 1092, 1086, 1078, 1073, 1070]",1083.0,11.31,"[875.51, 869.93, 865.15, 858.78, 854.8, 852.41]","[875.51, 869.93, 865.15, 858.78, 854.8, 852.41]","[875.51, 869.93, 865.15, 858.78, 854.8, 852.41]",862.76,9.01
